-54.653010434697656 -245.93854695613948 -370.88914706980177 -187.09777517049358 
273.26551854623915 1223.9306356470552 1825.3354820873822 906.7582814820954 
-75.02476714080143 -331.1310695884423 -489.033696294739 -241.38580299389525 
18.134229306221897 83.17173436728649 125.13784853547122 62.101312311544575 
-6.708654464834041 -26.874477337312783 -37.35226093460096 -17.874288443256717 
-0.048596587303876504 2.5104263622798726 5.86420553950893 3.3119058986922596 
-1.8459477255979095 -5.388089382176304 -5.705885774285321 -2.3375526444210664 
-1.3663203948650278 -3.2887830308952744 -2.6430275212564993 -0.8479955344606651 
-1.437758902422786 -3.600210274779897 -3.0955702350264573 -1.0671959114426954 
-1.4825011558829715 -3.794472050362515 -3.376721488375324 -1.2028321893445764 
-1.4309442365463951 -3.5715286530752337 -3.0553693774755857 -1.0484324417450352 
-1.3935888270794123 -3.410652328540891 -2.8244210074533385 -0.9379172965394673 
-1.4951372426179148 -3.8461998295616695 -3.447117825318969 -1.2346712488034655 
-1.3748496061989215 -3.332393071896263 -2.7155479745038065 -0.8874638643262074 
-1.4064901795503886 -3.4669891046297607 -2.906400842153971 -0.9776715699152874 
-1.4499258269086681 -3.650996759812756 -3.166237119036964 -1.0999748146730894 
-1.3439534007696068 -3.2039255870384977 -2.5375432823234405 -0.8052745787135223 
-1.4758568653159045 -3.7580747105271257 -3.313570978612347 -1.167524179165241 
-1.302775924089957 -3.0339743665698506 -2.303790324155557 -0.6981338631945846 
-1.46551419978681 -3.7119445683498498 -3.2452660171602474 -1.1339318577397535 
-1.3356038457112902 -3.1730195838646296 -2.5000338120522656 -0.7904263881975453 
-1.3942462882154132 -3.4152632663758595 -2.833594278700957 -0.9435275157730985 
-1.3393064388336597 -3.1892802140362164 -2.5237502352389356 -0.8019190204660163 
-1.4010028279428184 -3.4419703086372238 -2.86872916765617 -0.958909318696783 
-1.3085681688238964 -3.0650102144179527 -2.3562990395765837 -0.7267144169106245 
-1.4177699805129436 -3.508429287978288 -2.9564757723047705 -0.9974991640587518 
-1.2722473928787252 -2.9200860137539166 -2.163591192691001 -0.6413204643855579 
-1.3971641898198186 -3.4229249189393727 -2.8382967763445777 -0.9430912100859246 
-1.2915613680638813 -2.9996886098706455 -2.272879519698222 -0.6913038379854584 
-1.3405052628783949 -3.194986220671808 -2.532642515000134 -0.8064738960056275 
-1.3497619569707098 -3.2317598843117707 -2.5813388046846057 -0.8279686673956803 
-1.2637913331813309 -2.8917393494803605 -2.133067626910133 -0.6309728124922458 
-1.349857223916004 -3.2306237942480607 -2.577853460667825 -0.8255666147610441 
